Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels
Build mixed reality digital twins with Azure Digital Twins and Unity,https://docs.microsoft.com/en-us/learn/paths/build-mixed-reality-azure-digital-twins-unity/,4,933,"6,417",2.51%,558,14,16,2559,15.08988925,196,239,learn.azure.build-mixed-reality-azure-digital-twins-unity,developer;business-owner;student;technology-manager,azure;azure-cloud-services;azure-cognitive-services;azure-digital-twins;azure-iot;azure-iot-hub;azure-signalr-service;azure-event-grid;azure-event-hubs;azure-functions;hololens;windows;windows-mixed-reality,beginner
Build mobile apps with Xamarin.Forms,https://docs.microsoft.com/en-us/learn/paths/build-mobile-apps-with-xamarin-forms/,10,"6,249","51,808",1.17%,"3,594",42,50,2559,29.59422841,"4,111",574,learn-xamarin.build-mobile-apps-with-xamarin-forms,developer,xamarin;dotnet;vs,beginner
Build real world applications with Python,https://docs.microsoft.com/en-us/learn/paths/python-language/,3,"16,472","89,520",7.87%,"3,251",256,296,2559,11.9714465,966,129,learn.languages.python-apps,developer;student,vs-code,beginner
Build reports for Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/build-reports/,10,739,"9,718",12.60%,365,46,37,2559,33.46653135,211,370,learn-dynamics.build-reports,developer,dynamics-365;dynamics-business-central,intermediate
"Build serverless, full stack applications in Azure",https://docs.microsoft.com/en-us/learn/paths/build-serverless-full-stack-apps-azure/,4,"3,435","13,653",1.33%,"2,261",30,38,2559,15.52836002,913,175,learn.build-serverless-full-stack-apps-azure,developer;database-administrator;solution-architect;devops-engineer;data-engineer,azure-sql-database;github;vs-code;azure-functions;azure-app-service-static;azure-web-apps;azure-logic-apps;azure-devops;azure-blob-storage,intermediate
Build the intelligent edge with Azure IoT Edge,https://docs.microsoft.com/en-us/learn/paths/build-intelligent-edge-with-azure-iot-edge/,3,"2,288","27,910",21.63%,763,165,181,2559,17.45092512,"1,758",185,learn.build-intelligent-edge-with-azure-iot-edge,developer;solution-architect,azure;azure-iot;azure-portal;azure-storage;azure-iot-hub;azure-iot-central;azure-iot-edge;azure-time-series-insights;azure-cosmos-db;azure-blob-storage;azure-event-grid;azure-resource-manager;azure-virtual-machines;azure-notebooks;azure-cloud-shell;azure-container-instances;azure-container-registry,beginner;intermediate;advanced
Build your tech resilience,https://docs.microsoft.com/en-us/learn/paths/tech-resilience/,9,"8,428","35,956",0.46%,"7,816",36,44,2559,11.35055569,253,352,learn.student-evangelism.tech-resilience,developer;student,azure,beginner
Building Open Source Software (OSS) Analytics Solutions with Azure HDInsight,https://docs.microsoft.com/en-us/learn/paths/build-oss-analytical-solutions-az-hdinsight/,7,559,"4,466",3.16%,316,10,13,2559,20.05247466,"1,142",306,learn.wwl.build-oss-analytical-solutions-az-hdinsight,data-engineer;data-scientist,azure-hdinsight,intermediate
Calculate and post job WIP in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/calculate-post-job-wip/,3,121,923,18.92%,74,14,16,2559,20.98856749,112,94,learn-dynamics.calculate-post-job-wip,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Classify space rocks by using Python and artificial intelligence,https://docs.microsoft.com/en-us/learn/paths/classify-space-rocks-artificial-intelligence-nasa/,4,566,"3,620",5.20%,404,21,26,2559,12.82555948,"1,134",116,learn.classify-space-rocks-artificial-intelligence-nasa,student;data-scientist,vs-code,beginner
Cloud administration basics,https://docs.microsoft.com/en-us/learn/paths/cmu-admin/,7,"2,579","17,344",9.91%,232,23,27,2559,26.99946362,134,397,learn.cmu-cloud-admin.cloud-admin,administrator;student,azure,beginner
Cloud administration basics,https://docs.microsoft.com/en-us/learn/paths/cmu-cloud-admin-basics/,3,"1,426","6,601",3.65%,"1,014",37,40,2559,14.90573866,"2,816",206,learn.cmu-cloud-admin.cmu-cloud-admin-basics,administrator;student,azure,beginner
Cloud computing basics for developers,https://docs.microsoft.com/en-us/learn/paths/cmu-cloud-developer-basics/,6,"2,688","17,600",1.87%,"1,441",27,32,2559,17.57590526,"1,962",413,learn.cmu-cloud-computing.cmu-cloud-computing-basics,developer;student,azure,beginner;intermediate
Cloud developer,https://docs.microsoft.com/en-us/learn/paths/cmu-developer/,20,"3,966","29,533",5.00%,320,16,20,2559,18.33495966,138,1341,learn.cmu-cloud-admin.cloud-developer,administrator;student,azure,beginner
Cloud storage,https://docs.microsoft.com/en-us/learn/paths/cmu-cloud-computing-cloud-storage/,3,802,"4,249",6.85%,394,27,31,2559,9.951101413,"1,286",312,learn.cmu-cloud-computing.cloud-storage,developer;student,azure,beginner;intermediate
Cloud-native security operations with Azure Sentinel,https://docs.microsoft.com/en-us/learn/paths/security-ops-sentinel/,7,"5,259","42,146",6.17%,"1,815",112,127,2559,27.08347278,"1,224",379,learn.security-ops-sentinel,administrator;devops-engineer;security-engineer;solution-architect,azure;azure-sentinel,beginner
Collaborate with others with Markdown and GitHub Pages,https://docs.microsoft.com/en-us/learn/paths/collaborate-markdown-github-pages/,3,"10,480","51,016",157.69%,416,656,780,2559,8.906591921,805,206,learn.collaborate-markdown-github-pages,devops-engineer;administrator;developer;solution-architect;student,github,beginner
Collaborate with SharePoint in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-teams-sharepoint/,4,"3,138","21,875",9.42%,"2,124",200,230,2559,17.27160612,"5,150",74,learn-m365.m365-teams-sharepoint,administrator,m365;office-365,intermediate
Collaborating with Microsoft Teams,https://docs.microsoft.com/en-us/learn/paths/teamwork-specialist/,4,"50,225","183,727",13.31%,"3,156",420,462,2559,3.979658868,"1,205",150,learn.wwl.teamwork-specialist,business-analyst;business-owner;business-user;student,office-teams,beginner
Configure and manage fixed assets and Asset leasing in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/configure-manage-fixed-assets-dyn365-finance/,3,794,"10,546",7.67%,417,32,30,2559,33.38975651,610,416,learn-dynamics.configure-manage-fixed-assets-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate
Configure and manage procurement and vendors in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-manage-procurement-vendors-dyn365-supply-chain-mgmt/,6,"2,462","24,046",4.85%,887,43,48,2559,38.88960195,684,846,learn-dynamics.configure-manage-procurement-vendors-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate
Configure and manage products and inventory in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-manage-products-inventory-dyn365-supply-chain-mgmt/,5,"4,601","60,007",5.86%,"1,331",78,79,2559,39.65860682,"1,115",658,learn-dynamics.configure-manage-products-inventory-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner
"Configure and manage sales, and customers in Dynamics 365 Supply Chain Management",https://docs.microsoft.com/en-us/learn/paths/configure-manage-sales-customers-dyn365-supply-chain-mgmt/,3,"1,541","11,760",11.86%,371,44,51,2559,29.95556998,511,563,learn-dynamics.configure-manage-sales-customers-dyn365-supply-chain-mgmt,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate
Configure and manage virtual networks for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/azure-administrator-manage-virtual-networks/,16,"25,305","368,396",28.67%,872,250,233,2559,40.68956794,867,897,learn.azure-admin-manage-virtual-networks,administrator,azure;azure-virtual-machines;azure-virtual-network;azure-dns;azure-vpn-gateway;azure-expressroute;azure-application-gateway;azure-load-balancer;azure-cdn;azure-traffic-manager;azure-bastion;azure-firewall;azure-virtual-desktop,beginner
Configure and use budgeting in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/configure-use-budgeting-dyn365-finance/,2,722,"5,957",7.69%,520,40,44,2559,28.70205448,670,207,learn-dynamics.configure-use-budgeting-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate
"Configure and use cash and bank management, and sales tax in Dynamics 365 Finance",https://docs.microsoft.com/en-us/learn/paths/configure-use-cash-bank-management-tax-dyn365-finance/,5,"1,305","12,234",8.04%,460,37,40,2559,26.56340996,694,449,learn-dynamics.configure-use-cash-bank-management-tax-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate
Configure and use discrete manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-use-discrete-manufacturing-dyn365-supply-chain-mgmt/,7,"3,198","38,728",4.19%,573,24,26,2559,69.54724307,559,1144,learn-dynamics.configure-and-use-discrete-manufacturing-in-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner
Configure and use lean manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-use-lean-manufacturing-dyn365-supply-chain-mgmt/,7,"2,446","28,815",6.16%,341,21,22,2559,76.91933769,455,757,learn-dynamics.configure-and-use-lean-manufacturing-in-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner
Configure and use point of sale in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/configure-use-pos-commerce/,3,536,"6,039",9.58%,261,25,26,2559,29.52369403,99,327,learn-dynamics.configure-use-pos-commerce,functional-consultant;business-user;administrator,dynamics-365;dynamics-commerce,intermediate
Configure and use process manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-use-process-manufacturing-dyn365-supply-chain-mgmt/,4,"2,343","29,262",7.22%,374,27,30,2559,79.215621,496,639,learn-dynamics.configure-and-use-process-manufacturing-in-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner
Configure and use the general ledger in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/configure-use-general-ledger-dyn365-finance/,9,"6,361","80,768",5.26%,"1,767",93,88,2559,35.41321071,"1,256",817,learn-dynamics.configure-use-general-ledger-dynamics-365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-finance;dynamics-finance-operations,beginner
Configure and work with analytics and reporting in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/configure-analytics-reporting-finance-operations/,2,"1,354","10,579",18.73%,774,145,140,2559,20.53165928,"1,263",155,learn-dynamics.configure-analytics-reporting-finance-operations,functional-consultant;business-user,dynamics-365;dynamics-finance-operations;dynamics-finance,intermediate
Configure and work with call centers in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/configure-work-call-centers-commerce/,2,189,"1,024",8.16%,147,12,13,2559,11.9675485,78,125,learn-dynamics.configure-work-call-centers-commerce,functional-consultant;business-user;administrator,dynamics-365;dynamics-commerce,intermediate
Configure and work with e-Commerce in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/configure-work-e-commerce/,2,247,"1,589",9.34%,182,17,17,2559,13.67139001,101,230,learn-dynamics.configure-work-e-commerce,functional-consultant;business-user;administrator,dynamics-365;dynamics-commerce,intermediate
Configure and work with omnichannel prerequisites in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/configure-work-omnichannel-prequisites-commerce/,4,344,"5,258",11.76%,204,24,25,2559,44.55465116,77,422,learn-dynamics.configure-work-omnichannel-prequisites-commerce,functional-consultant;business-user,dynamics-365;dynamics-commerce,intermediate
Configure and work with transportation management in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-work-transportation-mgmt-dyn365-supply-chain-mgmt/,1,515,"3,444",12.13%,272,33,41,2559,21.79514563,483,190,learn-dynamics.configure-work-transportation-mgmt-dyn365-supply-chain-mgmt,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate
Configure and work with warehouse management in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-work-warehouse-management-dyn365-supply-chain-mgmt/,2,"1,463","10,425",6.51%,768,50,48,2559,28.23408521,704,578,learn-dynamics.configure-work-warehouse-management-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate
Configure apps in Finance and Operations,https://docs.microsoft.com/en-us/learn/paths/config-d365-finance-operations-apps/,3,706,"7,725",29.30%,430,126,137,2559,11.72122285,862,48,learn.wwl.config-d365-finance-operations-apps,business-analyst;business-user;developer;functional-consultant;solution-architect,dynamics-365;dynamics-finance;dynamics-finance-operations;dynamics-human-resources;dynamics-scm,beginner
Configure Asset Management for Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-asset-management-dyn365-supply-chain-mgmt/,5,581,"5,259",7.52%,133,10,11,2559,20.73987378,418,453,learn-dynamics.configure-asset-management-dyn365-supply-chain-mgmt,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner
